Name,Location,Description,record,expression,labels,alert,enabled,severity,for,actions,resolveConfiguration,annotations,translation
CvelRuleGroup,eastus,CVEL Alerts,,sum by (region) (increase(cvel_message_handling_error[1d])) > 10,"{'severity': '3', 'metric': 'cvel_message_handling_error', 'service': 'cvel', 'pod': 'cvel'}",CvelMessageHandlingError,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert CvelMessageHandlingError has fired on #$.labels.region# | #$.labels.pod#', 'IcM.Description': 'CVEL Message handling error detected', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/cvel-prometheus-alerts-tsg'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'CvelMessageHandlingError', 'description': 'CVEL Message handling error detected', 'summary': 'The cvel_message_handling_error metric has been greater than 10 for more than 1 day.', 'dashboard': 'NA'}",The total number of times there was an error handling a CVEL message in each region over the last day is greater than 10.
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cpu_headroom:ok,"clamp_min(clamp_max(headroom_cpu_optimal_point_utilization - ignoring(pod, pod_template_hash, container, aadpodidbinding, app, app_kubernetes_io_instance, app_kubernetes_io_managed_by, app_kubernetes_io_name, app_kubernetes_io_version, azure_workload_identity_use, cluster, cvs_netapp_com_application, cvs_netapp_com_hyperscaler, cvs_netapp_com_maintainers, helm_sh_chart, instance, job, kubernetes_namespace, kubernetes_pod_name) headroom_cpu_current_utilization + 5, 1), 0)",,,True,,,,,,"""The CPU headroom is considered okay if the current utilization plus a 5% buffer is below the optimal point utilization, with a value between 0 and 1, ignoring various Kubernetes pod and application labels."""
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cpu_headroom:percent_good_30d,(sum_over_time(slo:cpu_headroom:ok[30d:]) / count_over_time(slo:cpu_headroom:ok[30d:])) * 100,,,True,,,,,,"""The percentage of time the CPU headroom was within the allowed limits over the last 30 days, calculated by summing up all the times it was okay and dividing by the total number of measurements, then multiplying by 100."""
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:nfs_giveups:ok,"max by(metric, node, ontap_cluster, stamp_name, region)(1 - max_over_time(clamp_min(clamp_max(rw_ctx_nfs_giveups, 1), 0)[5m:]))",,,True,,,,,,"The percentage of time that NFS operations did not give up (i.e., were successful) over the last 5 minutes, split by metric, node, cluster, stamp name, and region, with a maximum value of 100% (since it's 1 minus the max giveups)."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:nfs_giveups:fail,"max by(node, ontap_cluster, stamp_name, region) (slo:nfs_giveups:ok == bool 0)",,,True,,,,,,"Show the maximum number of times NFS give-ups failed for each unique combination of node, cluster, stamp name, and region, but only when there was a failure (i.e., slo:nfs_giveups:ok is false)."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cifs_giveups:fail,"max by(node, ontap_cluster, stamp_name, region) (slo:cifs_giveups:ok == bool 0)",,,True,,,,,,"Show the maximum number of CIFS give-up failures for each node, cluster, stamp name, and region where a failure occurred (i.e., where slo:cifs_giveups:ok is False)."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:nfs_giveups:percent_good_30d,(sum_over_time(slo:nfs_giveups:ok[30d:]) / count_over_time(slo:nfs_giveups:ok[30d:])) * 100,,,True,,,,,,"""Calculate the percentage of successful NFS give-ups over the last 30 days, by dividing the total number of successful give-ups in that time period by the total count of give-ups and multiplying by 100."""
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cifs_giveups:ok,"max by(metric, node, ontap_cluster, stamp_name, region)(1 - max_over_time(clamp_min(clamp_max(rw_ctx_cifs_giveups, 1), 0)[5m:]))",,,True,,,,,,"The percentage of CIFS give-up requests that were successful over the last 5 minutes is above the threshold for each metric, node, cluster, stamp name, and region, where success is defined as having no more than 1 give-up request."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cifs_giveups:percent_good_30d,(sum_over_time(slo:cifs_giveups:ok[30d:]) / count_over_time(slo:cifs_giveups:ok[30d:])) * 100,,,True,,,,,,"""Calculate the percentage of successful CIFS give-ups over the last 30 days, by dividing the total number of successful give-ups in that time period by the total count of give-up attempts and multiplying by 100."""
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:nfs_giveups:volume_avg_latency:ok,"clamp_max(1 - (((volume_avg_latency{volume!~""vol0|_root""} >= 200000) > 0) * ((volume_total_ops{volume!~""vol0|_root""} > 20) > 0) * on(node, ontap_cluster, region) max by(node, ontap_cluster, region)(slo:nfs_giveups:fail)), 1)",,,True,,,,,,"The rule calculates the percentage of volumes that meet a certain performance threshold and have sufficient operations, and then subtracts the percentage of failing volumes from 100% to get the success rate. 

More specifically, it checks if:
- The average latency for a volume is less than 200 milliseconds.
- The total number of operations for a volume is more than 20.
If both conditions are met, the volume is considered successful. 

The rule then calculates the maximum failure rate across all nodes, clusters, and regions, and subtracts this from 1 (or 100%) to get the overall success rate, capping it at 1 (or 100%). The result is a metric that represents the Service Level Objective (SLO) for NFS give-ups based on volume average latency."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cifs_giveups:volume_avg_latency:ok,"clamp_max(1 - (((volume_avg_latency{volume!~""vol0|_root""} >= 200000) > 0) * ((volume_total_ops{volume!~""vol0|_root""} > 20) > 0) * on(node, ontap_cluster, region) max by(node, ontap_cluster, region)(slo:cifs_giveups:fail)), 1)",,,True,,,,,,"The rule calculates the percentage of volumes that meet a certain performance threshold and have sufficient operations, and then subtracts the percentage of failing volumes from 100% to get the success rate. 

More specifically, it checks if:
- The average latency for a volume is greater than or equal to 200 milliseconds.
- The total number of operations on a volume is more than 20.
If both conditions are met for any volume (excluding ""vol0"" and ""_root""), it's considered a failure.

The success rate is then calculated as 1 minus the maximum failure rate across all nodes, clusters, and regions. The result is capped at 1 (100% success)."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:nfs_giveups_with_latency:ok,"clamp_min(clamp_max(((((volume_avg_latency <= 200000) > 0) or on(volume, svm, node, aggr, ontap_cluster, stamp_name, region) vector(0)) * (((volume_total_ops > 20) > 0) or on(volume, svm, node, aggr, ontap_cluster, stamp_name, region) vector(0)) * on(node, ontap_cluster, region) group_left() ((max by(node, ontap_cluster, region)(slo:nfs_giveups:ok)) or on(node, ontap_cluster, region) vector(1))),1),0)",,,True,,,,,,"The rule ""slo:nfs_giveups_with_latency:ok"" is triggered when all of the following conditions are met for a specific node, cluster, and region:

- The average latency of a volume is less than or equal to 200 milliseconds.
- The total operations on a volume are more than 20.
- There are no NFS give-ups (or at least one give-up) reported for that node, cluster, and region.

The result is clamped between 0 and 1, meaning it will be either 0 (false) or 1 (true), indicating whether the conditions are met. If any of these conditions are not met, the rule will not trigger."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cifs_giveups_with_latency:ok,"clamp_min(clamp_max(((((volume_avg_latency <= 200000) > 0) or on(volume, svm, node, aggr, ontap_cluster, stamp_name, region) vector(0)) * (((volume_total_ops > 20) > 0) or on(volume, svm, node, aggr, ontap_cluster, stamp_name, region) vector(0)) * on(node, ontap_cluster, region) group_left() ((max by(node, ontap_cluster, region)(slo:cifs_giveups:ok)) or on(node, ontap_cluster, region) vector(1))),1),0)",,,True,,,,,,"The rule ""slo:cifs_giveups_with_latency:ok"" is true when two conditions are met for a volume: 
1) The average latency of the volume is less than or equal to 200 milliseconds, and 
2) The total operations on the volume are more than 20. 
If either condition is not met, it defaults to being okay (returns 1). 
The result is then clamped between 0 and 1, meaning any value outside this range will be set to the nearest boundary (0 or 1), effectively ensuring the output is a binary ""okay"" status.
This rule also considers the SLO (Service Level Objective) for CIFS give-ups, which must be okay for the node, ontap cluster, and region. If no SLO data is available, it defaults to being okay (returns 1)."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:nfs_giveups_with_latency:fail,"clamp_min(clamp_max(((((volume_avg_latency > 200000) > 0) or on(volume, svm, node, aggr, ontap_cluster, stamp_name, region) vector(0)) * (((volume_total_ops > 20) > 0) or on(volume, svm, node, aggr, ontap_cluster, stamp_name, region) vector(0)) * on(node, ontap_cluster, region) group_left() ((max by(node, ontap_cluster, region)(slo:nfs_giveups:ok)) or on(node, ontap_cluster, region) vector(0))),1),0)",,,True,,,,,,"Trigger an alert for 'nfs giveups with latency failure' when the average latency of a volume is greater than 200 milliseconds and the total operations are more than 20, considering the SLO for NFS giveups is not met for any node in the same cluster and region, unless no data is available."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cifs_giveups_with_latency:fail,"clamp_min(clamp_max(((((volume_avg_latency > 200000) > 0) or on(volume, svm, node, aggr, ontap_cluster, stamp_name, region) vector(0)) * (((volume_total_ops > 20) > 0) or on(volume, svm, node, aggr, ontap_cluster, stamp_name, region) vector(0)) * on(node, ontap_cluster, region) group_left() ((max by(node, ontap_cluster, region)(slo:cifs_giveups:ok)) or on(node, ontap_cluster, region) vector(0))),1),0)",,,True,,,,,,"Trigger an alert for 'cifs_giveups_with_latency:fail' when the average latency of a volume is greater than 200 milliseconds and the total operations are more than 20, considering the SLO for CIFS give-ups is not met for any node in the same cluster and region."
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:nfs_giveups_with_latency:availability,sum_over_time(slo:nfs_giveups_with_latency:ok[1h]) / (sum_over_time(slo:nfs_giveups_with_latency:ok[1h]) + sum_over_time(slo:nfs_giveups_with_latency:fail[1h])),,,True,,,,,,"""The percentage of successful NFS requests with acceptable latency over the last hour, calculated by dividing the number of successful requests by the total number of requests (both successful and failed) within that time frame."""
SloRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,slo:cifs_giveups_with_latency:availability,sum_over_time(slo:cifs_giveups_with_latency:ok[1h]) / (sum_over_time(slo:cifs_giveups_with_latency:ok[1h]) + sum_over_time(slo:cifs_giveups_with_latency:fail[1h])),,,True,,,,,,"""The percentage of successful CIFS operations with acceptable latency over the last hour, calculated by dividing the number of successful operations by the total number of operations (both successful and failed) within that time frame."""
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_total_latency_bucket,"sum by (ontap_cluster,node,le) (rate(node_total_latency[1m]))",,,True,,,,,,"Show the total latency for each storage cluster and node over the last minute, grouped by the cluster, node, and latency limit."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_total_latency_bucket,"sum by (ontap_cluster,node,le) (rate(node_total_latency[1m]) and node_total_latency < 100000)",{'le': '100000'},,True,,,,,,"Show the total latency for each storage cluster node over the last minute, but only if the latency is less than 100 seconds, grouped by cluster and node."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_total_latency_bucket,"sum by (ontap_cluster,node,le) (rate(node_total_latency[1m]) and node_total_latency < 200000)",{'le': '200000'},,True,,,,,,"Show the total latency for each storage cluster node over the last minute, but only if the latency is less than 200 milliseconds, grouped by cluster and node."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_total_latency_bucket,"sum by (ontap_cluster,node,le) (rate(node_total_latency[1m]) and node_total_latency < 300000)",{'le': '300000'},,True,,,,,,"Show the total latency for each storage cluster node over the last minute, but only if the latency is less than 5 minutes (300,000 milliseconds), and group the results by cluster and node."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_total_latency_bucket,"sum by (ontap_cluster,node,le) (rate(node_total_latency[1m]) and node_total_latency < 400000)",{'le': '400000'},,True,,,,,,"Show the total latency for each storage cluster node over the last minute, but only if the latency is less than 400 milliseconds, grouped by cluster and node."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_total_latency_bucket,"sum by (ontap_cluster,node,le) (rate(node_total_latency[1m]) and node_total_latency < 500000)",{'le': '500000'},,True,,,,,,"Show the total latency for each storage cluster node over the last minute, but only if the total latency is less than 500 milliseconds, grouped by cluster and node."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_total_latency_bucket,"sum by (ontap_cluster,node,le) (rate(node_total_latency[1m]) and node_total_latency >= 500000)",{'le': '+Inf'},,True,,,,,,"Show the total latency for each storage cluster node over the last minute, but only if the total latency is greater than or equal to 500 milliseconds, and group the results by cluster, node, and latency threshold."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_throughput_bucket,"sum(rate(node_total_data[1m])) by (ontap_cluster,node) <= 1000",{'le': '1000'},,True,,,,,,The total data throughput for a specific NetApp ONTAP cluster and node is less than or equal to 1000 over a 1-minute period.
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_throughput_bucket,"sum(rate(node_total_data[1m])) by (ontap_cluster,node) > 1000 and sum(rate(node_total_data[1m])) by (ontap_cluster,node) <= 10000",{'le': '10000'},,True,,,,,,"The total data throughput for a node in an ONTAP cluster is greater than 1000 but less than or equal to 10,000 over a 1-minute period."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_throughput_bucket,"sum(rate(node_total_data[1m])) by (ontap_cluster,node) > 10000 and sum(rate(node_total_data[1m])) by (ontap_cluster,node) <= 100000",{'le': '100000'},,True,,,,,,"The total data throughput for a node in an ONTAP cluster is greater than 10,000 but less than or equal to 100,000 over a 1-minute period."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,node_throughput_bucket,"sum(rate(node_total_data[1m])) by (ontap_cluster,node) > 100000",{'le': '+Inf'},,True,,,,,,"The total data throughput for a specific NetApp ONTAP cluster and node is exceeding 100,000 over a 1-minute period."
SloLatencyRecordingRulesGroup,eastus,SLO recording rules for ANF data plane,volume_qos_latency_bucket,"sum by (ontap_cluster,volume,le) (rate(qos_latency[1m]))",,,True,,,,,,"Show the total rate of QOS latency for each combination of ONTAP cluster and volume over the last minute, grouped by the cluster, volume, and latency limit (le)."
